name;durantion_ms;explicit;added_at;album;release_date;artist_id;audio_features.danceability;audio_features.energy;audio_features.key;audio_features.loudness;audio_features.mode;audio_features.speechiness;audio_features.acousticness;audio_features.instrumentalness;audio_features.liveness;audio_features.valence;audio_features.tempo;audio_features.type;audio_features.id;audio_features.uri;audio_features.track_href;audio_features.analysis_url;audio_features.duration_ms;audio_features.time_signature;audio_features.error.status;audio_features.error.message
Spend My Life With You;4.600216666666666;False;2020-05-02T04:21:24Z;A Day In The Life;1999-02-25;1kjO72M26jZkv0aaGxJaov,0le01dl1WllSHhjEXRl4in,20ZzK04IeD9EcQE12i2uRa;0.583;0.435;8.0;-8.784;1.0;0.0386;0.434;5.49e-05;0.102;0.292;72.01;audio_features;58s4iqgXFzXhBndBkg2AaD;spotify:track:58s4iqgXFzXhBndBkg2AaD;https://api.spotify.com/v1/tracks/58s4iqgXFzXhBndBkg2AaD;https://api.spotify.com/v1/audio-analysis/58s4iqgXFzXhBndBkg2AaD;276013.0;4.0;;
W/As My Girl;3.1931;False;2020-05-02T04:12:08Z;Now;2001-08-14;2AOt5htsbtyaHd5Eq3kl3j;0.673;0.456;4.0;-10.079;0.0;0.0384;0.12;0.00373;0.0794;0.32;83.08;audio_features;7iNGGLUS7x4RA6IM0De2R9;spotify:track:7iNGGLUS7x4RA6IM0De2R9;https://api.spotify.com/v1/tracks/7iNGGLUS7x4RA6IM0De2R9;https://api.spotify.com/v1/audio-analysis/7iNGGLUS7x4RA6IM0De2R9;191587.0;4.0;;
Stay The Night;5.563766666666667;False;2020-04-30T15:34:17Z;Brian McKnight;1992-06-23;6k0IBR0lU42s2GYpNX7kA9;0.655;0.361;0.0;-11.112;0.0;0.0268;0.454;9.8e-06;0.0627;0.236;107.848;audio_features;1LvsQtz5CwwRiIOwQlbgXJ;spotify:track:1LvsQtz5CwwRiIOwQlbgXJ;https://api.spotify.com/v1/tracks/1LvsQtz5CwwRiIOwQlbgXJ;https://api.spotify.com/v1/audio-analysis/1LvsQtz5CwwRiIOwQlbgXJ;333827.0;4.0;;
All Night Long;5.246216666666666;False;2020-04-30T15:33:54Z;Evolution;1997-03-23;6O74knDqdv3XaWtkII7Xjp;0.673;0.472;9.0;-7.785;0.0;0.0829;0.27;0.0;0.212;0.612;170.004;audio_features;7kNWBm09buzkNaZChi4INn;spotify:track:7kNWBm09buzkNaZChi4INn;https://api.spotify.com/v1/tracks/7kNWBm09buzkNaZChi4INn;https://api.spotify.com/v1/audio-analysis/7kNWBm09buzkNaZChi4INn;314773.0;4.0;;
Sunshine;4.6391;True;2020-04-28T20:10:37Z;Presents Welcome To Tha Chuuch - Tha Album;2005-12-13;7hJcb9fa4alzcOq3EaNPoG;0.659;0.524;0.0;-7.431;0.0;0.25;0.579;2.14e-06;0.393;0.514;102.93;audio_features;3GleJrIfeQvz9o7yQ270kz;spotify:track:3GleJrIfeQvz9o7yQ270kz;https://api.spotify.com/v1/tracks/3GleJrIfeQvz9o7yQ270kz;https://api.spotify.com/v1/audio-analysis/3GleJrIfeQvz9o7yQ270kz;278347.0;4.0;;
Closed On Sunday;2.5312166666666664;False;2020-04-28T19:55:24Z;JESUS IS KING;2019-10-25;5K4W6rqBFWDnAN6FQUkS6x;0.799;0.291;11.0;-7.353;0.0;0.0318;0.873;0.000641;0.139;0.406;97.984;audio_features;3JWiDGQX2eTlFvKj3Yssj3;spotify:track:3JWiDGQX2eTlFvKj3Yssj3;https://api.spotify.com/v1/tracks/3JWiDGQX2eTlFvKj3Yssj3;https://api.spotify.com/v1/audio-analysis/3JWiDGQX2eTlFvKj3Yssj3;151873.0;4.0;;
Always Got Something to Say;4.088433333333334;False;2020-04-28T15:43:10Z;Snoop Dogg Presents Bible of Love;2018-03-16;7hJcb9fa4alzcOq3EaNPoG;0.525;0.621;6.0;-5.146;1.0;0.203;0.104;0.0;0.553;0.0879;86.553;audio_features;28eFObdwuBVk9F2JCl2MzK;spotify:track:28eFObdwuBVk9F2JCl2MzK;https://api.spotify.com/v1/tracks/28eFObdwuBVk9F2JCl2MzK;https://api.spotify.com/v1/audio-analysis/28eFObdwuBVk9F2JCl2MzK;245307.0;4.0;;
Hide Me;5.244433333333333;False;2020-04-28T15:35:29Z;The Fight Of My Life;2007-12-18;4akybxRTGHJZ1DXjLhJ1qu;0.586;0.569;0.0;-8.643;0.0;0.186;0.377;0.0;0.15;0.721;170.025;audio_features;4TsEaBARKMtrsogsgDtX0g;spotify:track:4TsEaBARKMtrsogsgDtX0g;https://api.spotify.com/v1/tracks/4TsEaBARKMtrsogsgDtX0g;https://api.spotify.com/v1/audio-analysis/4TsEaBARKMtrsogsgDtX0g;314667.0;4.0;;
Streetcar;4.1162;False;2020-04-28T15:20:27Z;Pilgrim's Paradise;2015-11-12;20wkVLutqVOYrc0kxFs7rA;0.41;0.298;3.0;-11.796;1.0;0.0473;0.721;0.0;0.158;0.142;109.651;audio_features;7Cu2COdH93MnuireuKNiS3;spotify:track:7Cu2COdH93MnuireuKNiS3;https://api.spotify.com/v1/tracks/7Cu2COdH93MnuireuKNiS3;https://api.spotify.com/v1/audio-analysis/7Cu2COdH93MnuireuKNiS3;246972.0;3.0;;
God Is Love [Feat. Leon Bridges & Jonathan McReynolds];3.95555;False;2020-04-28T15:11:10Z;Let Love;2019-08-30;2GHclqNVjqGuiE5mA7BEoc,3qnGvpP8Yth1AqSBMqON5x,5ItTHwcEtFh6DEOBheMub9;0.645;0.569;6.0;-8.789;0.0;0.172;0.644;8.97e-06;0.201;0.761;83.937;audio_features;15UjkXXtjHVhPnPDaRBnKk;spotify:track:15UjkXXtjHVhPnPDaRBnKk;https://api.spotify.com/v1/tracks/15UjkXXtjHVhPnPDaRBnKk;https://api.spotify.com/v1/audio-analysis/15UjkXXtjHVhPnPDaRBnKk;237333.0;4.0;;
I Used to Love H.E.R.;4.6451;True;2020-04-28T15:09:33Z;Resurrection;1994-10-25;2GHclqNVjqGuiE5mA7BEoc;0.74;0.445;1.0;-13.222;1.0;0.397;0.074;3.4e-05;0.424;0.593;91.745;audio_features;4TboAbE2pCUUB0fk6Q9rUU;spotify:track:4TboAbE2pCUUB0fk6Q9rUU;https://api.spotify.com/v1/tracks/4TboAbE2pCUUB0fk6Q9rUU;https://api.spotify.com/v1/audio-analysis/4TboAbE2pCUUB0fk6Q9rUU;278707.0;4.0;;
Fly Away;4.35645;False;2020-04-28T15:03:46Z;August Greene;2018-05-11;7KIFh8WDiqlz1Dlopd03cy,2GHclqNVjqGuiE5mA7BEoc,5cM1PvItlR21WUyBnsdMcn,6e7BQ0gM6o8ecMXRZkXxlZ;0.677;0.511;8.0;-15.259;1.0;0.081;0.218;0.00256;0.145;0.225;93.953;audio_features;2kUkZIpRHrdh02tMtt33iE;spotify:track:2kUkZIpRHrdh02tMtt33iE;https://api.spotify.com/v1/tracks/2kUkZIpRHrdh02tMtt33iE;https://api.spotify.com/v1/audio-analysis/2kUkZIpRHrdh02tMtt33iE;261387.0;4.0;;
They Can't Take That Away From Me;4.666666666666667;False;2020-04-28T02:17:08Z;The Complete Ella And Louis On Verve;1997-05-20;5V0MlUE1Bft0mbLlND7FJz,19eLuQmk9aCobbVDHc6eek;0.563;0.136;3.0;-17.402;1.0;0.0683;0.87;0.0;0.106;0.368;104.928;audio_features;1V4NaFlrUCK49MXcdOcVeS;spotify:track:1V4NaFlrUCK49MXcdOcVeS;https://api.spotify.com/v1/tracks/1V4NaFlrUCK49MXcdOcVeS;https://api.spotify.com/v1/audio-analysis/1V4NaFlrUCK49MXcdOcVeS;280000.0;4.0;;
What Goes Around.../...Comes Around (Interlude);7.476216666666667;False;2020-04-27T15:43:22Z;FutureSex/LoveSounds;2006-09-12;31TPClRtHm23RisEBtV3X7;0.687;0.723;7.0;-4.751;1.0;0.0709;0.122;0.00102;0.573;0.432;76.0;audio_features;3pD0f7hSJg2XdQ6udw5Tey;spotify:track:3pD0f7hSJg2XdQ6udw5Tey;https://api.spotify.com/v1/tracks/3pD0f7hSJg2XdQ6udw5Tey;https://api.spotify.com/v1/audio-analysis/3pD0f7hSJg2XdQ6udw5Tey;448573.0;4.0;;
Cranes in the Sky;4.182883333333334;False;2020-04-27T15:35:09Z;A Seat at the Table;2016-09-30;2auiVi8sUZo17dLy1HwrTU;0.719;0.615;6.0;-5.972;1.0;0.045;0.408;0.000147;0.235;0.465;96.988;audio_features;48EjSdYh8wz2gBxxqzrsLe;spotify:track:48EjSdYh8wz2gBxxqzrsLe;https://api.spotify.com/v1/tracks/48EjSdYh8wz2gBxxqzrsLe;https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe;250973.0;4.0;;
U Gotta Love Ya;5.248483333333334;False;2020-04-27T15:31:36Z;Sol Empowered;2017-10-13;1cPLFQV7MAWQiaDW5SlUMR;0.858;0.3;1.0;-15.587;0.0;0.19;0.743;0.161;0.146;0.648;132.876;audio_features;6EjTTcjACGujqxEwfk5PXe;spotify:track:6EjTTcjACGujqxEwfk5PXe;https://api.spotify.com/v1/tracks/6EjTTcjACGujqxEwfk5PXe;https://api.spotify.com/v1/audio-analysis/6EjTTcjACGujqxEwfk5PXe;314909.0;4.0;;
Complexion (A Zulu Love);4.389333333333333;True;2020-04-27T03:37:38Z;To Pimp A Butterfly;2015-03-16;2YZyLoL8N0Wb9xBt1NhZWg,6NL31G53xThQXkFs7lDpL5;0.665;0.558;2.0;-7.863;0.0;0.303;0.566;4.57e-06;0.219;0.37;89.953;audio_features;72hFOhhhnOJZnnp6uVOgPn;spotify:track:72hFOhhhnOJZnnp6uVOgPn;https://api.spotify.com/v1/tracks/72hFOhhhnOJZnnp6uVOgPn;https://api.spotify.com/v1/audio-analysis/72hFOhhhnOJZnnp6uVOgPn;263360.0;4.0;;
How Much A Dollar Cost;4.362433333333334;True;2020-04-27T03:32:40Z;To Pimp A Butterfly;2015-03-16;2YZyLoL8N0Wb9xBt1NhZWg,5ooSG9S0glqP5ZrqqaHBvT,6W9RUw7xnNRYtgh8dimg7L;0.624;0.729;1.0;-4.747;1.0;0.198;0.415;0.0;0.135;0.334;87.948;audio_features;4tQcyj5488alHT1ZgFduzn;spotify:track:4tQcyj5488alHT1ZgFduzn;https://api.spotify.com/v1/tracks/4tQcyj5488alHT1ZgFduzn;https://api.spotify.com/v1/audio-analysis/4tQcyj5488alHT1ZgFduzn;261747.0;4.0;;
Angel Eyes;3.3844333333333334;False;2020-04-26T17:53:24Z;Something To Live For;1999-01-15;5V0MlUE1Bft0mbLlND7FJz;0.368;0.0227;9.0;-16.944;0.0;0.0403;0.991;6.4e-05;0.0832;0.13;77.061;audio_features;3NCu4RVVf3S0J0QT8xJlvp;spotify:track:3NCu4RVVf3S0J0QT8xJlvp;https://api.spotify.com/v1/tracks/3NCu4RVVf3S0J0QT8xJlvp;https://api.spotify.com/v1/audio-analysis/3NCu4RVVf3S0J0QT8xJlvp;203067.0;3.0;;
Manhã de Carnaval;2.4644333333333335;False;2020-04-24T03:46:11Z;Solo in Rio 1959;2005-02-22;174ThXFgQg2VCq9r3m8ceb;0.699;0.0429;9.0;-23.85;0.0;0.066;0.868;0.825;0.114;0.529;105.336;audio_features;2fQbtkh0GJLHbOCdbdb5Lm;spotify:track:2fQbtkh0GJLHbOCdbdb5Lm;https://api.spotify.com/v1/tracks/2fQbtkh0GJLHbOCdbdb5Lm;https://api.spotify.com/v1/audio-analysis/2fQbtkh0GJLHbOCdbdb5Lm;147867.0;4.0;;
Bewitched, Bothered, And Bewildered;7.058216666666667;False;2020-04-24T03:43:19Z;Ella Fitzgerald Sings The Rodgers And Hart Song Book;1956-01-01;5V0MlUE1Bft0mbLlND7FJz;0.344;0.108;5.0;-16.631;1.0;0.0475;0.971;0.0;0.0961;0.263;61.188;audio_features;0gE63HwMeWgK30ONO4witM;spotify:track:0gE63HwMeWgK30ONO4witM;https://api.spotify.com/v1/tracks/0gE63HwMeWgK30ONO4witM;https://api.spotify.com/v1/audio-analysis/0gE63HwMeWgK30ONO4witM;423493.0;4.0;;
Dead Man Walking (feat. Rose Gold & Nick Grant);4.929466666666666;True;2020-04-24T03:29:06Z;Conscious Conversations;2020-04-24;7MNEVabc4cs19CbzAFZmXz,5ZvCpVAckM5gWTM5HYgSFb,2QOP6zKx1d0gGEtuuXOvJ3;0.611;0.544;7.0;-9.3;0.0;0.0433;0.00635;0.00128;0.0708;0.268;150.044;audio_features;6j5VHrdfwftU4g4XkPN2up;spotify:track:6j5VHrdfwftU4g4XkPN2up;https://api.spotify.com/v1/tracks/6j5VHrdfwftU4g4XkPN2up;https://api.spotify.com/v1/audio-analysis/6j5VHrdfwftU4g4XkPN2up;295769.0;4.0;;
Afro Blue;3.9211;False;2020-04-23T02:30:24Z;Afro Roots;1989;2oVwztjpHpJlAvlVVuqVa0;0.754;0.304;2.0;-20.6;0.0;0.0633;0.827;0.647;0.0943;0.798;94.032;audio_features;7L92MWLFM6m3Ry1vCdthmj;spotify:track:7L92MWLFM6m3Ry1vCdthmj;https://api.spotify.com/v1/tracks/7L92MWLFM6m3Ry1vCdthmj;https://api.spotify.com/v1/audio-analysis/7L92MWLFM6m3Ry1vCdthmj;235267.0;3.0;;
Call For All Demons;5.443766666666667;False;2020-04-23T02:18:28Z;The Philadelphia Experiment;2004-12-14;6cUBkLZsUJYTcMcctFjAKK;0.633;0.508;1.0;-7.103;1.0;0.0739;0.0494;0.893;0.0378;0.608;100.84;audio_features;5jI7UQYHDaNUxuD5M5yrji;spotify:track:5jI7UQYHDaNUxuD5M5yrji;https://api.spotify.com/v1/tracks/5jI7UQYHDaNUxuD5M5yrji;https://api.spotify.com/v1/audio-analysis/5jI7UQYHDaNUxuD5M5yrji;326627.0;4.0;;
Sometimes It Snows in April;7.086983333333333;False;2020-04-22T20:37:29Z;Ventriloquism;2018-03-16;0uZRjholJ0fVC2J9EvnYnj;0.348;0.279;4.0;-13.652;1.0;0.0375;0.575;0.0767;0.111;0.0486;99.859;audio_features;7G7KEYi11RGKKBMOTS29pa;spotify:track:7G7KEYi11RGKKBMOTS29pa;https://api.spotify.com/v1/tracks/7G7KEYi11RGKKBMOTS29pa;https://api.spotify.com/v1/audio-analysis/7G7KEYi11RGKKBMOTS29pa;425219.0;4.0;;
Brothers (feat. KCG Josh);3.0587666666666666;True;2020-04-22T17:40:13Z;Brandon Banks;2019-07-19;6xS5PpBWaVYraexEkEjjXv,2nHG1kdJk7ZU3mKEAXRGwa;0.832;0.633;11.0;-7.494;1.0;0.264;0.118;0.0;0.3;0.262;136.075;audio_features;68X2lzF4TLgoAWuoGXri4Q;spotify:track:68X2lzF4TLgoAWuoGXri4Q;https://api.spotify.com/v1/tracks/68X2lzF4TLgoAWuoGXri4Q;https://api.spotify.com/v1/audio-analysis/68X2lzF4TLgoAWuoGXri4Q;183527.0;4.0;;
L-O-V-E;2.588433333333333;False;2020-04-22T03:31:20Z;L-O-V-E;1992-01-01;7v4imS0moSyGdXyLgVTIV7;0.425;0.373;4.0;-7.543;1.0;0.0797;0.679;0.0;0.077;0.663;78.225;audio_features;4QxDOjgpYtQDxxbWPuEJOy;spotify:track:4QxDOjgpYtQDxxbWPuEJOy;https://api.spotify.com/v1/tracks/4QxDOjgpYtQDxxbWPuEJOy;https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy;155307.0;4.0;;
Hilarity Duff;4.29105;False;2020-04-21T17:01:58Z;At All / Hilarity Duff EP;2015-04-20;6qgnBH6iDM91ipVXv28OMu;0.515;0.363;7.0;-15.7;1.0;0.359;0.334;0.922;0.107;0.0646;80.063;audio_features;50q8m7zsvnLubl86RQOL1f;spotify:track:50q8m7zsvnLubl86RQOL1f;https://api.spotify.com/v1/tracks/50q8m7zsvnLubl86RQOL1f;https://api.spotify.com/v1/audio-analysis/50q8m7zsvnLubl86RQOL1f;257463.0;4.0;;
Crosswerved;3.192833333333333;False;2020-04-21T16:59:53Z;Crosswerved;2013;29XOeO6KIWxGthejQqn793;0.643;0.677;1.0;-12.46;1.0;0.0461;0.00452;0.858;0.0896;0.178;140.001;audio_features;0V66CYfSXdLoHsGEd3OeND;spotify:track:0V66CYfSXdLoHsGEd3OeND;https://api.spotify.com/v1/tracks/0V66CYfSXdLoHsGEd3OeND;https://api.spotify.com/v1/audio-analysis/0V66CYfSXdLoHsGEd3OeND;191570.0;4.0;;
The Wild Mountain Thyme;4.626666666666667;False;2020-04-20T01:26:10Z;Farewell, Angelina;1965;1EevBGfUh3RSQSGpluxgBm;0.521;0.0767;4.0;-16.251;1.0;0.0366;0.842;0.00253;0.108;0.281;120.823;audio_features;6t5Z3MLqcNu471STaCpGPj;spotify:track:6t5Z3MLqcNu471STaCpGPj;https://api.spotify.com/v1/tracks/6t5Z3MLqcNu471STaCpGPj;https://api.spotify.com/v1/audio-analysis/6t5Z3MLqcNu471STaCpGPj;277600.0;4.0;;
The Christmas Song (Merry Christmas To You);3.2026666666666666;False;2020-04-17T14:07:13Z;The Christmas Song (Expanded Edition);1962;7v4imS0moSyGdXyLgVTIV7;0.319;0.21;1.0;-15.231;1.0;0.0341;0.92;8.06e-05;0.138;0.209;78.696;audio_features;4PS1e8f2LvuTFgUs1Cn3ON;spotify:track:4PS1e8f2LvuTFgUs1Cn3ON;https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON;https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON;192160.0;4.0;;
Beach Baby;2.6682166666666665;False;2020-04-15T22:26:59Z;Blood Bank;2009-01-20;4LEiUm1SRbFMgfqnQTwUbQ;0.668;0.081;0.0;-17.282;1.0;0.0366;0.983;0.42;0.114;0.0925;114.358;audio_features;7oRNU7Tmek0nm2lqyDojoG;spotify:track:7oRNU7Tmek0nm2lqyDojoG;https://api.spotify.com/v1/tracks/7oRNU7Tmek0nm2lqyDojoG;https://api.spotify.com/v1/audio-analysis/7oRNU7Tmek0nm2lqyDojoG;160093.0;3.0;;
Countdown;2.4384333333333332;False;2020-04-15T21:41:24Z;Slippin' N' Trippin';2009;1aTPRuTpqvuPpAps3FhBhe;0.498;0.642;2.0;-12.186;1.0;0.0785;0.738;0.789;0.118;0.572;159.897;audio_features;3nbHF2EX8IQwNGMlp9EviS;spotify:track:3nbHF2EX8IQwNGMlp9EviS;https://api.spotify.com/v1/tracks/3nbHF2EX8IQwNGMlp9EviS;https://api.spotify.com/v1/audio-analysis/3nbHF2EX8IQwNGMlp9EviS;146307.0;4.0;;
Cadillac;7.2831;False;2020-04-15T21:37:32Z;Bent;1998-01-01;3w2fcE7mWqTmgRkNKn6gKJ;0.553;0.214;7.0;-14.702;0.0;0.0656;0.302;0.537;0.0935;0.394;84.484;audio_features;1Jr1F2aIX9ZHvS6vamk8rg;spotify:track:1Jr1F2aIX9ZHvS6vamk8rg;https://api.spotify.com/v1/tracks/1Jr1F2aIX9ZHvS6vamk8rg;https://api.spotify.com/v1/audio-analysis/1Jr1F2aIX9ZHvS6vamk8rg;436987.0;4.0;;
Tic Toc;3.7515833333333335;False;2020-04-15T15:52:45Z;Nihil Novi;2016-04-15;6de0V6wLyRKp3I2LDMrXCr;0.57;0.423;7.0;-7.909;1.0;0.0392;0.0551;0.831;0.106;0.197;99.72;audio_features;2qu9d1H9pApOZ6eU2r937D;spotify:track:2qu9d1H9pApOZ6eU2r937D;https://api.spotify.com/v1/tracks/2qu9d1H9pApOZ6eU2r937D;https://api.spotify.com/v1/audio-analysis/2qu9d1H9pApOZ6eU2r937D;225095.0;3.0;;
00000 Million;3.8997;False;2020-04-15T03:31:13Z;22, A Million;2016-09-30;4LEiUm1SRbFMgfqnQTwUbQ;0.384;0.103;5.0;-17.051;1.0;0.0381;0.977;8.04e-05;0.0845;0.298;127.828;audio_features;7BdtdBfrIufJOOCdA0CeJC;spotify:track:7BdtdBfrIufJOOCdA0CeJC;https://api.spotify.com/v1/tracks/7BdtdBfrIufJOOCdA0CeJC;https://api.spotify.com/v1/audio-analysis/7BdtdBfrIufJOOCdA0CeJC;233982.0;4.0;;
Blood Bank;4.752666666666666;False;2020-04-15T02:55:28Z;Blood Bank;2009-01-20;4LEiUm1SRbFMgfqnQTwUbQ;0.494;0.372;7.0;-11.89;1.0;0.0331;0.964;0.0296;0.117;0.25;116.855;audio_features;7qUoDTmVj07qUf6ZBDhWKl;spotify:track:7qUoDTmVj07qUf6ZBDhWKl;https://api.spotify.com/v1/tracks/7qUoDTmVj07qUf6ZBDhWKl;https://api.spotify.com/v1/audio-analysis/7qUoDTmVj07qUf6ZBDhWKl;285160.0;4.0;;
Réparasyons;5.553483333333333;False;2020-04-13T15:34:39Z;What Heat;2018-09-28;14nSwnnRivPDPNGGOZjwk6,7JYdpWAsiqzrmMB3qxkEbI,5gGbAKDXhDoBXIJe8SuBvX;0.402;0.759;9.0;-8.862;1.0;0.0604;0.546;0.164;0.0566;0.57;63.699;audio_features;7zo44oF6ByXl0S5Z1kr7nd;spotify:track:7zo44oF6ByXl0S5Z1kr7nd;https://api.spotify.com/v1/tracks/7zo44oF6ByXl0S5Z1kr7nd;https://api.spotify.com/v1/audio-analysis/7zo44oF6ByXl0S5Z1kr7nd;333210.0;3.0;;
RNP (feat. Anderson .Paak);2.93045;True;2020-04-13T15:24:56Z;The Lost Boy;2019-07-26;0huGjMyP507tBCARyzSkrv,3jK9MiCrA42lLAdMGUZpwa;0.611;0.714;9.0;-4.696;0.0;0.856;0.184;0.0;0.145;0.628;196.043;audio_features;5lw8Mgb4LyhriPIC86gV6e;spotify:track:5lw8Mgb4LyhriPIC86gV6e;https://api.spotify.com/v1/tracks/5lw8Mgb4LyhriPIC86gV6e;https://api.spotify.com/v1/audio-analysis/5lw8Mgb4LyhriPIC86gV6e;175828.0;4.0;;
Creeper;8.52355;False;2020-04-11T03:09:16Z;Shift;2016-01-22;0SPbho0MYZZGtCWNLr4SPV;0.397;0.632;2.0;-6.89;1.0;0.031;0.267;0.0386;0.0629;0.457;98.152;audio_features;6P0BaSRLWrKplZf2XHI20M;spotify:track:6P0BaSRLWrKplZf2XHI20M;https://api.spotify.com/v1/tracks/6P0BaSRLWrKplZf2XHI20M;https://api.spotify.com/v1/audio-analysis/6P0BaSRLWrKplZf2XHI20M;511413.0;4.0;;
Lilac;4.180666666666666;False;2020-04-11T03:08:58Z;Mockroot;2015-01-23;0D3h8NZqNp7BN97JwtV6eW;0.461;0.035;6.0;-23.735;0.0;0.0587;0.994;0.935;0.084;0.106;82.022;audio_features;77Pa9RHSHl0VNElypux4DI;spotify:track:77Pa9RHSHl0VNElypux4DI;https://api.spotify.com/v1/tracks/77Pa9RHSHl0VNElypux4DI;https://api.spotify.com/v1/audio-analysis/77Pa9RHSHl0VNElypux4DI;250840.0;3.0;;
Entertain Me;3.3308833333333334;False;2020-04-11T03:07:35Z;Mockroot;2015-01-23;0D3h8NZqNp7BN97JwtV6eW;0.255;0.599;6.0;-10.877;0.0;0.0321;0.0679;0.828;0.208;0.82;65.013;audio_features;5JVLklFBxXYa6HKYKx3Beo;spotify:track:5JVLklFBxXYa6HKYKx3Beo;https://api.spotify.com/v1/tracks/5JVLklFBxXYa6HKYKx3Beo;https://api.spotify.com/v1/audio-analysis/5JVLklFBxXYa6HKYKx3Beo;199853.0;4.0;;
The Apple Orchard in Saghmosavanq;4.372433333333333;False;2020-04-11T03:07:25Z;Mockroot;2015-01-23;0D3h8NZqNp7BN97JwtV6eW;0.233;0.334;5.0;-13.757;0.0;0.0312;0.893;0.807;0.0902;0.132;94.168;audio_features;0XSheF8KNlBpsdoAVjvcOn;spotify:track:0XSheF8KNlBpsdoAVjvcOn;https://api.spotify.com/v1/tracks/0XSheF8KNlBpsdoAVjvcOn;https://api.spotify.com/v1/audio-analysis/0XSheF8KNlBpsdoAVjvcOn;262347.0;4.0;;
Drip;4.186883333333333;False;2020-04-11T03:01:50Z;Shadow Theater;2013-01-01;0D3h8NZqNp7BN97JwtV6eW;0.617;0.529;11.0;-8.195;0.0;0.179;0.652;0.00102;0.168;0.368;145.743;audio_features;56aT6RHzJGhsnprd9bFSvP;spotify:track:56aT6RHzJGhsnprd9bFSvP;https://api.spotify.com/v1/tracks/56aT6RHzJGhsnprd9bFSvP;https://api.spotify.com/v1/audio-analysis/56aT6RHzJGhsnprd9bFSvP;251213.0;4.0;;
The Roads That Bring Me Closer to You;4.26955;False;2020-04-11T03:00:51Z;Mockroot;2015-01-23;0D3h8NZqNp7BN97JwtV6eW;0.187;0.322;11.0;-12.88;0.0;0.0331;0.876;0.966;0.36;0.156;172.243;audio_features;1Szmf4mfxvfyziXz2eVdx9;spotify:track:1Szmf4mfxvfyziXz2eVdx9;https://api.spotify.com/v1/tracks/1Szmf4mfxvfyziXz2eVdx9;https://api.spotify.com/v1/audio-analysis/1Szmf4mfxvfyziXz2eVdx9;256173.0;4.0;;
Daybreak;8.647766666666667;False;2020-04-11T02:38:45Z;New Chautauqua;1979-03-01;3t58jfUhoMLYVO14XaUFLA;0.458;0.034;10.0;-21.861;1.0;0.0413;0.969;0.913;0.0848;0.112;136.122;audio_features;6bRVBElkdBN0m50pcJRlqu;spotify:track:6bRVBElkdBN0m50pcJRlqu;https://api.spotify.com/v1/tracks/6bRVBElkdBN0m50pcJRlqu;https://api.spotify.com/v1/audio-analysis/6bRVBElkdBN0m50pcJRlqu;518867.0;4.0;;
Quest for Light;4.83;False;2020-04-11T00:49:28Z;Crystal;1987-10-15;6gc6oo3u2f7SqTd4mhe81O;0.353;0.228;9.0;-25.374;1.0;0.0431;0.469;0.659;0.0707;0.247;144.922;audio_features;3ChidxywnWbrgZIePD8jS8;spotify:track:3ChidxywnWbrgZIePD8jS8;https://api.spotify.com/v1/tracks/3ChidxywnWbrgZIePD8jS8;https://api.spotify.com/v1/audio-analysis/3ChidxywnWbrgZIePD8jS8;289800.0;4.0;;
Legs And Arms;7.387766666666667;False;2020-04-09T03:47:09Z;Love And Liberation;2019-08-23;3sRX2AuJCF5rblkGm2wMSM;0.479;0.168;0.0;-14.187;1.0;0.0369;0.896;0.000417;0.13;0.155;101.504;audio_features;5zVTNNxU3uFzLgmK4kuiiR;spotify:track:5zVTNNxU3uFzLgmK4kuiiR;https://api.spotify.com/v1/tracks/5zVTNNxU3uFzLgmK4kuiiR;https://api.spotify.com/v1/audio-analysis/5zVTNNxU3uFzLgmK4kuiiR;443267.0;4.0;;
Dragonball Durag;3.032033333333333;False;2020-04-06T14:47:21Z;It Is What It Is;2020-04-03;4frXpPxQQZwbCu3eTGnZEw;0.648;0.59;2.0;-9.664;1.0;0.0942;0.697;0.808;0.111;0.401;81.045;audio_features;7eWGnKg4B44sbBPpQp4y2c;spotify:track:7eWGnKg4B44sbBPpQp4y2c;https://api.spotify.com/v1/tracks/7eWGnKg4B44sbBPpQp4y2c;https://api.spotify.com/v1/audio-analysis/7eWGnKg4B44sbBPpQp4y2c;181922.0;4.0;;
Haboglabotribin';4.32355;False;2020-04-06T14:32:28Z;'Nard;1981-07-17;2g8J4iI5qyYFMVHcpMcSsS;0.756;0.873;5.0;-5.328;1.0;0.238;0.131;0.129;0.293;0.663;97.077;audio_features;3XiHctnuCGCKuq2YC1O6ZU;spotify:track:3XiHctnuCGCKuq2YC1O6ZU;https://api.spotify.com/v1/tracks/3XiHctnuCGCKuq2YC1O6ZU;https://api.spotify.com/v1/audio-analysis/3XiHctnuCGCKuq2YC1O6ZU;259413.0;4.0;;
